,id_venta,id_producto,cantidad,fecha,id_cliente
75851,V006232,P0151,5,2023-05-30,C0198
75852,V005696,P0307,9,2020-01-01,C0260
75853,V005615,P0184,6,2021-03-22,C0120
75854,V003347,P0545,8,2020-11-22,C0229
75855,V004968,P0478,7,2024-05-19,C0204
75856,V004672,P0254,10,2020-06-06,C0263
75857,V000784,P0534,4,2023-07-01,C0031
75858,V003647,P0294,3,2024-02-03,C0222
75859,V006736,P0011,7,2021-05-19,C0132
75860,V007155,P0578,10,2021-06-03,C0178
75861,V003605,P0155,9,2020-01-16,C0156
75862,V003610,P0524,9,2023-12-02,C0153
75863,V005799,P0377,7,2023-11-01,C0244
75864,V000598,P0025,10,2020-03-21,C0166
75865,V004317,P0437,9,2023-03-05,C0261
75866,V004016,P0296,6,2024-01-05,C0101
75867,V003797,P0471,2,2023-11-02,C0165
75868,V007374,P0457,4,2021-01-29,C0281
75869,V007874,P0327,4,2020-03-05,C0211
75870,V002465,P0412,6,2020-01-29,C0279
75871,V004545,P0544,4,2020-06-25,C0112
75872,V002604,P0423,8,2022-12-21,C0084
75873,V007814,P0004,3,2020-10-26,C0269
75874,V006947,P0461,3,2020-01-31,C0238
75875,V001646,P0077,8,2022-07-27,C0074
75876,V002747,P0478,1,2020-12-03,C0210
75877,V004814,P0406,3,2023-04-13,C0145
75878,V003886,P0435,3,2020-05-05,C0048
75879,V004756,P0181,4,2023-01-24,C0033
75880,V003475,P0288,8,2020-05-13,C0181
75881,V004450,P0112,2,2021-11-08,C0161
75882,V003774,P0202,7,2021-09-17,C0109
75883,V000455,P0239,2,2023-04-10,C0261
75884,V002784,P0492,10,2020-07-18,C0005
75885,V005779,P0205,7,2022-08-17,C0286
75886,V000943,P0200,4,2024-01-06,C0234
75887,V000748,P0167,3,2020-09-04,C0129
75888,V002596,P0296,9,2023-05-29,C0148
75889,V007368,P0425,8,2023-11-13,C0291
75890,V007669,P0586,1,2020-03-27,C0156
75891,V000668,P0506,4,2022-11-10,C0104
75892,V002269,P0248,2,2023-04-01,C0045
75893,V004911,P0306,1,2021-08-08,C0144
75894,V003680,P0463,1,2021-03-23,C0051
75895,V002288,P0390,1,2020-12-21,C0145
75896,V001322,P0141,7,2022-04-20,C0188
75897,V002552,P0435,8,2021-05-08,C0234
75898,V001573,P0061,3,2022-04-12,C0285
75899,V007534,P0142,1,2022-10-31,C0198
75900,V002594,P0128,3,2020-05-11,C0253
75901,V005919,P0539,6,2021-05-27,C0132
75902,V005936,P0251,2,2021-09-24,C0256
75903,V004822,P0498,3,2021-01-08,C0210
75904,V006839,P0129,3,2022-10-25,C0042
75905,V007021,P0510,9,2022-03-14,C0160
75906,V003776,P0414,3,2023-07-31,C0039
75907,V004625,P0572,8,2023-10-31,C0088
75908,V004610,P0470,1,2020-09-22,C0165
75909,V003074,P0310,4,2022-11-26,C0208
75910,V007700,P0492,1,2023-02-27,C0216
75911,V003780,P0103,4,2022-12-01,C0084
75912,V002508,P0370,7,2021-11-05,C0002
75913,V006876,P0048,7,2022-11-24,C0279
75914,V003894,P0336,2,2023-08-31,C0134
75915,V002919,P0470,7,2021-04-02,C0144
75916,V003570,P0198,2,2022-06-28,C0258
75917,V002387,P0518,4,2024-06-23,C0190
75918,V000861,P0072,8,2023-01-17,C0031
75919,V000600,P0285,5,2023-05-20,C0134
75920,V005117,P0544,3,2020-12-16,C0065
75921,V005804,P0046,5,2023-07-26,C0212
75922,V007504,P0181,10,2020-12-07,C0051
75923,V001266,P0127,8,2022-11-24,C0076
75924,V005035,P0174,3,2021-05-01,C0237
75925,V006585,P0522,4,2024-05-05,C0104
75926,V005697,P0306,9,2023-01-21,C0147
75927,V007989,P0331,3,2024-04-01,C0164
75928,V003225,P0475,5,2021-12-19,C0122
75929,V004618,P0589,4,2022-01-02,C0216
75930,V000085,P0127,6,2020-12-23,C0208
75931,V005538,P0228,10,2024-02-05,C0036
75932,V005188,P0442,6,2024-05-04,C0158
75933,V003928,P0447,10,2024-04-03,C0156
75934,V006853,P0082,1,2023-01-13,C0265
75935,V003629,P0131,5,2022-11-15,C0245
75936,V002726,P0352,9,2022-04-10,C0099
75937,V006245,P0354,3,2022-10-01,C0092
75938,V002073,P0129,2,2021-05-18,C0222
75939,V007682,P0538,8,2022-02-10,C0247
75940,V001332,P0127,6,2023-04-01,C0086
75941,V003644,P0213,10,2021-09-07,C0123
75942,V007256,P0193,1,2021-06-27,C0230
75943,V007283,P0182,7,2022-08-02,C0022
75944,V004911,P0551,3,2021-08-08,C0144
75945,V004623,P0465,5,2022-05-22,C0086
75946,V001794,P0181,3,2022-11-27,C0061
75947,V000308,P0466,8,2022-07-15,C0131
75948,V005040,P0401,6,2023-01-16,C0027
75949,V007735,P0356,6,2022-07-28,C0162
75950,V001309,P0484,1,2023-10-29,C0277
75951,V001274,P0435,4,2021-09-09,C0267
75952,V001917,P0432,4,2023-01-17,C0262
75953,V006701,P0398,10,2020-03-22,C0278
75954,V001706,P0351,9,2023-06-13,C0034
75955,V004868,P0294,1,2023-08-30,C0078
75956,V004853,P0584,8,2021-03-12,C0061
75957,V004619,P0396,1,2022-01-04,C0120
75958,V004614,P0139,2,2022-11-04,C0167
75959,V006902,P0023,1,2021-02-28,C0144
75960,V001009,P0061,5,2023-12-31,C0099
75961,V004129,P0335,9,2023-06-28,C0169
75962,V000712,P0497,7,2023-04-01,C0050
75963,V002831,P0522,1,2021-03-23,C0208
75964,V006093,P0532,8,2020-03-05,C0178
75965,V006149,P0102,1,2021-02-07,C0192
75966,V001346,P0266,10,2020-01-07,C0025
75967,V003105,P0531,8,2023-05-25,C0203
75968,V001566,P0011,7,2020-10-07,C0243
75969,V003786,P0487,4,2021-10-19,C0182
75970,V006927,P0325,7,2021-10-19,C0149
75971,V003206,P0088,2,2020-06-13,C0022
75972,V005201,P0558,7,2024-03-13,C0132
75973,V001257,P0250,1,2023-11-20,C0143
75974,V002166,P0390,1,2020-05-15,C0283
75975,V002568,P0063,10,2020-10-27,C0217
75976,V000841,P0335,10,2020-09-08,C0148
75977,V007800,P0029,6,2024-02-18,C0168
75978,V002709,P0040,2,2020-11-27,C0143
75979,V005291,P0160,9,2021-07-01,C0281
75980,V007200,P0484,2,2021-05-20,C0160
75981,V004112,P0565,7,2024-05-31,C0045
75982,V006735,P0310,5,2022-03-13,C0119
75983,V005169,P0230,3,2023-07-26,C0025
75984,V004615,P0369,3,2020-02-01,C0169
75985,V006691,P0266,5,2021-08-07,C0113
75986,V003484,P0543,8,2020-08-01,C0187
75987,V000818,P0400,3,2020-02-17,C0211
75988,V004209,P0136,2,2020-10-18,C0291
75989,V004740,P0320,1,2023-10-31,C0161
75990,V002890,P0465,1,2020-08-12,C0213
75991,V003584,P0542,3,2023-02-22,C0148
75992,V004873,P0216,4,2023-05-18,C0061
75993,V000963,P0498,4,2022-01-09,C0015
75994,V005184,P0002,3,2024-02-24,C0116
75995,V003069,P0506,5,2020-09-03,C0299
75996,V006607,P0135,3,2020-03-04,C0159
75997,V000891,P0013,3,2023-01-16,C0050
75998,V003070,P0323,6,2022-12-10,C0047
75999,V001127,P0192,3,2021-06-22,C0145
76000,V003100,P0430,4,2021-03-26,C0234
76001,V004999,P0333,2,2023-07-10,C0084
76002,V007407,P0179,7,2020-05-09,C0240
76003,V002603,P0435,7,2022-04-26,C0256
76004,V007783,P0399,10,2021-11-20,C0104
76005,V004579,P0359,9,2020-03-14,C0155
76006,V003582,P0573,7,2020-10-08,C0251
76007,V007946,P0238,4,2022-05-10,C0214
76008,V001207,P0310,8,2021-05-08,C0246
76009,V006508,P0158,1,2023-07-03,C0265
76010,V005715,P0523,4,2022-06-11,C0084
76011,V007741,P0455,2,2023-08-04,C0187
76012,V003157,P0438,4,2022-05-28,C0028
76013,V005391,P0089,6,2021-04-17,C0291
76014,V003886,P0580,7,2020-05-05,C0048
76015,V005780,P0123,6,2024-04-30,C0244
76016,V001982,P0016,9,2023-09-03,C0281
76017,V001239,P0584,5,2021-07-03,C0206
76018,V004358,P0200,6,2021-08-18,C0161
76019,V004536,P0194,4,2021-04-21,C0032
76020,V007108,P0465,8,2023-04-04,C0064
76021,V003715,P0499,6,2022-12-03,C0194
76022,V001234,P0170,7,2020-07-07,C0241
76023,V003541,P0128,4,2022-11-12,C0011
76024,V002529,P0594,2,2020-11-04,C0114
76025,V004275,P0343,10,2021-12-30,C0137
76026,V003669,P0466,9,2024-05-06,C0125
76027,V005121,P0021,8,2022-04-27,C0070
76028,V001894,P0510,10,2021-10-29,C0041
76029,V003957,P0478,10,2022-09-17,C0033
76030,V003009,P0594,2,2023-03-08,C0215
76031,V002392,P0266,3,2023-10-29,C0139
76032,V002399,P0318,10,2023-04-10,C0208
76033,V000111,P0552,1,2023-04-24,C0051
76034,V000751,P0080,8,2021-01-17,C0199
76035,V001480,P0233,8,2020-05-01,C0057
76036,V007332,P0250,3,2022-03-21,C0034
76037,V004049,P0325,1,2023-11-27,C0088
76038,V004375,P0584,1,2020-12-28,C0294
76039,V007441,P0151,7,2020-07-25,C0249
76040,V003196,P0455,6,2021-05-08,C0258
76041,V007288,P0236,9,2021-11-18,C0217
76042,V007632,P0367,9,2020-09-19,C0060
76043,V001323,P0470,8,2021-06-09,C0032
76044,V001680,P0563,5,2020-10-20,C0210
76045,V001889,P0534,5,2021-10-16,C0253
76046,V005619,P0331,8,2020-03-28,C0004
76047,V003335,P0270,10,2020-01-11,C0145
76048,V004930,P0478,2,2020-02-14,C0022
76049,V004057,P0518,5,2023-10-01,C0263
76050,V001637,P0151,4,2022-10-20,C0190
76051,V003622,P0497,3,2024-04-16,C0156
76052,V005272,P0455,4,2020-06-05,C0253
76053,V000912,P0037,10,2024-03-30,C0114
76054,V005650,P0565,5,2022-07-06,C0117
76055,V002018,P0390,5,2022-04-14,C0245
76056,V003696,P0004,6,2021-10-29,C0122
76057,V007437,P0544,8,2020-02-04,C0281
76058,V006306,P0099,2,2021-09-10,C0224
76059,V000544,P0063,10,2022-08-08,C0150
76060,V001893,P0466,10,2022-02-23,C0205
76061,V004742,P0349,8,2022-05-10,C0211
76062,V003301,P0306,2,2023-06-22,C0162
76063,V004874,P0310,8,2022-11-27,C0159
76064,V004588,P0139,2,2023-11-24,C0210
76065,V007106,P0317,5,2021-08-07,C0123
76066,V007411,P0333,9,2022-11-08,C0028
76067,V005157,P0123,2,2021-12-06,C0241
76068,V004358,P0295,9,2021-08-18,C0161
76069,V003588,P0442,1,2021-06-26,C0140
76070,V005327,P0040,3,2023-12-08,C0089
76071,V001920,P0255,9,2022-08-20,C0011
76072,V006511,P0316,5,2021-04-18,C0061
76073,V004807,P0093,1,2024-05-07,C0214
76074,V007033,P0441,8,2020-12-09,C0168
76075,V005874,P0543,3,2020-11-04,C0092
76076,V004981,P0075,6,2023-10-04,C0297
76077,V004414,P0406,7,2022-01-13,C0208
76078,V000230,P0025,3,2023-09-20,C0299
76079,V004195,P0021,6,2024-03-19,C0216
76080,V006078,P0158,1,2022-10-21,C0096
76081,V006984,P0565,4,2020-10-15,C0181
76082,V003312,P0236,7,2021-07-11,C0156
76083,V000665,P0015,4,2020-11-23,C0069
76084,V002937,P0091,5,2020-05-11,C0192
76085,V004296,P0527,7,2024-01-05,C0113
76086,V003318,P0053,6,2020-03-07,C0069
76087,V006133,P0457,8,2023-07-01,C0072
76088,V004600,P0028,2,2024-01-19,C0297
76089,V000921,P0284,5,2023-01-28,C0256
76090,V001921,P0452,10,2020-06-12,C0074
76091,V005819,P0051,10,2020-10-28,C0286
76092,V005284,P0592,1,2023-02-01,C0224
76093,V003438,P0197,10,2023-02-23,C0099
76094,V006915,P0018,5,2021-01-08,C0192
76095,V003896,P0209,8,2022-07-24,C0164
76096,V004827,P0598,9,2023-08-21,C0214
76097,V004369,P0028,3,2023-08-24,C0215
76098,V006426,P0112,5,2024-02-25,C0158
76099,V000694,P0418,4,2023-06-17,C0260
76100,V000639,P0348,1,2024-01-20,C0143
76101,V004934,P0430,9,2022-02-08,C0282
76102,V006115,P0048,2,2022-05-26,C0053
76103,V006152,P0121,7,2022-09-30,C0114
76104,V004102,P0492,3,2021-10-18,C0138
76105,V007430,P0258,3,2020-04-01,C0004
76106,V007924,P0284,4,2021-11-01,C0285
76107,V002284,P0389,8,2020-02-29,C0038
76108,V004319,P0483,10,2023-11-17,C0022
76109,V006114,P0178,9,2022-12-30,C0099
76110,V001468,P0332,1,2021-06-22,C0194
76111,V001542,P0206,8,2020-04-08,C0126
76112,V005727,P0142,4,2023-11-30,C0267
76113,V005335,P0284,1,2024-04-20,C0276
76114,V002013,P0121,5,2020-07-21,C0238
76115,V006664,P0555,10,2020-10-19,C0222
76116,V003148,P0537,10,2023-01-13,C0210
76117,V005435,P0477,3,2022-02-20,C0053
76118,V006325,P0468,9,2020-08-27,C0213
76119,V005674,P0112,2,2024-02-27,C0030
76120,V001500,P0549,8,2023-02-09,C0114
76121,V003878,P0190,9,2024-06-30,C0109
76122,V003884,P0128,2,2022-11-08,C0212
76123,V006969,P0506,8,2023-05-15,C0074
76124,V000205,P0157,4,2023-09-25,C0297
76125,V004078,P0334,1,2024-06-15,C0042
76126,V006889,P0414,1,2022-07-13,C0147
76127,V000847,P0348,10,2024-03-02,C0074
76128,V005170,P0480,6,2024-04-23,C0234
76129,V007170,P0166,6,2024-07-03,C0027
76130,V001839,P0370,8,2020-12-06,C0132
76131,V005420,P0273,7,2020-04-16,C0122
76132,V002258,P0071,2,2020-07-07,C0129
76133,V001425,P0559,3,2021-12-06,C0166
76134,V006996,P0008,2,2023-05-13,C0217
76135,V002663,P0275,5,2021-09-10,C0143
76136,V002400,P0008,7,2021-08-27,C0113
76137,V003112,P0406,9,2022-07-17,C0082
76138,V003993,P0037,3,2020-07-14,C0251
76139,V001424,P0300,5,2022-07-19,C0007
76140,V004852,P0316,6,2023-08-02,C0183
76141,V006785,P0541,2,2023-10-27,C0247
76142,V002938,P0063,7,2024-01-06,C0005
76143,V000415,P0325,9,2021-04-28,C0053
76144,V006487,P0147,5,2021-01-07,C0212
76145,V003928,P0504,10,2024-04-03,C0156
76146,V006946,P0440,10,2022-11-21,C0056
76147,V001391,P0558,8,2021-08-05,C0161
76148,V004816,P0176,8,2020-11-11,C0071
76149,V007283,P0062,6,2022-08-02,C0022
76150,V006098,P0568,7,2021-07-28,C0112
76151,V004931,P0576,8,2020-10-21,C0073
76152,V003132,P0468,6,2020-12-08,C0255
76153,V005869,P0415,3,2020-11-12,C0200
76154,V001799,P0119,1,2020-01-11,C0183
76155,V004809,P0402,9,2023-02-22,C0297
76156,V006450,P0310,6,2020-11-22,C0241
76157,V003057,P0284,1,2023-01-13,C0001
76158,V001883,P0480,9,2022-10-27,C0109
76159,V007009,P0193,1,2024-05-29,C0211
76160,V005925,P0279,1,2020-03-18,C0300
76161,V002867,P0372,6,2024-01-06,C0078
76162,V007756,P0554,6,2022-05-07,C0228
76163,V000166,P0459,2,2023-02-17,C0253
76164,V004273,P0137,6,2023-01-16,C0109
76165,V002669,P0258,6,2021-01-23,C0211
76166,V007616,P0570,10,2024-04-11,C0005
76167,V000896,P0014,8,2020-01-19,C0071
76168,V006562,P0234,6,2021-08-15,C0237
76169,V005590,P0335,2,2022-01-06,C0047
76170,V003911,P0351,3,2021-02-02,C0270
76171,V005469,P0483,5,2024-07-01,C0251
76172,V003173,P0540,3,2021-09-06,C0160
76173,V002356,P0358,5,2023-10-29,C0058
76174,V003635,P0536,7,2022-06-14,C0217
76175,V003937,P0488,2,2023-09-05,C0220
76176,V001876,P0129,4,2020-05-04,C0165
76177,V004779,P0336,3,2021-11-26,C0149
76178,V004645,P0375,9,2022-07-07,C0166
76179,V001538,P0154,9,2021-01-01,C0131
76180,V003544,P0170,9,2022-01-24,C0030
76181,V007763,P0249,1,2023-08-27,C0241
76182,V005227,P0516,10,2020-10-01,C0209
76183,V006074,P0245,3,2022-07-06,C0058
76184,V006246,P0450,3,2020-09-09,C0148
76185,V006003,P0314,9,2020-07-05,C0210
76186,V007569,P0512,7,2024-04-11,C0075
76187,V006321,P0488,9,2021-08-23,C0204
76188,V005776,P0282,7,2020-02-21,C0275
76189,V004506,P0306,4,2024-07-02,C0050
76190,V006264,P0089,7,2021-11-29,C0049
76191,V001459,P0129,1,2023-10-31,C0132
76192,V003414,P0317,3,2021-01-18,C0294
76193,V002671,P0407,5,2020-10-10,C0279
76194,V002157,P0297,2,2022-09-22,C0002
76195,V004784,P0144,3,2021-04-09,C0067
76196,V001361,P0269,6,2023-03-02,C0099
76197,V004819,P0441,3,2022-09-27,C0243
76198,V005611,P0329,1,2023-04-10,C0253
76199,V002613,P0227,2,2021-01-31,C0255
76200,V007825,P0381,9,2022-07-12,C0212
76201,V007762,P0203,3,2023-09-21,C0164
76202,V006966,P0123,6,2021-05-20,C0234
76203,V001687,P0541,1,2021-04-02,C0124
76204,V003566,P0192,10,2023-03-23,C0144
76205,V007112,P0090,8,2021-12-11,C0281
76206,V001247,P0136,8,2020-06-27,C0271
76207,V004586,P0377,9,2023-04-22,C0116
76208,V003921,P0230,10,2023-04-28,C0159
76209,V004532,P0023,4,2023-02-19,C0065
76210,V001469,P0245,1,2021-10-22,C0043
76211,V002688,P0413,6,2022-04-08,C0022
76212,V002661,P0592,4,2022-08-29,C0214
76213,V002387,P0063,7,2024-06-23,C0190
76214,V001773,P0286,3,2020-01-18,C0123
76215,V006238,P0568,4,2020-12-02,C0212
76216,V006206,P0339,2,2024-06-30,C0153
76217,V007083,P0512,5,2023-01-29,C0056
76218,V004983,P0377,10,2022-09-24,C0030
76219,V004301,P0076,2,2024-03-12,C0283
76220,V007933,P0337,7,2020-02-09,C0188
76221,V000624,P0058,8,2020-07-13,C0048
76222,V003613,P0282,9,2023-09-29,C0247
76223,V007995,P0249,3,2020-04-27,C0164
76224,V003124,P0161,1,2022-03-31,C0145
76225,V002791,P0065,2,2021-06-06,C0147
76226,V002024,P0479,8,2021-04-30,C0046
76227,V002249,P0141,9,2022-08-30,C0169
76228,V004137,P0299,6,2021-06-14,C0048
76229,V006801,P0452,10,2021-01-18,C0178
76230,V000214,P0460,10,2021-02-03,C0001
76231,V000748,P0056,10,2020-09-04,C0129
76232,V005724,P0442,4,2021-11-14,C0216
76233,V002639,P0037,8,2020-09-27,C0209
76234,V006917,P0583,8,2022-11-20,C0031
76235,V007432,P0163,6,2022-09-27,C0183
76236,V006436,P0348,3,2024-06-26,C0168
76237,V003489,P0205,4,2020-06-05,C0051
76238,V001220,P0532,7,2021-01-10,C0264
76239,V000461,P0035,7,2021-05-13,C0076
76240,V004353,P0518,4,2021-11-15,C0269
76241,V003542,P0037,2,2021-03-05,C0186
76242,V002675,P0110,4,2023-12-03,C0194
76243,V003425,P0062,8,2023-03-22,C0045
76244,V006452,P0184,3,2020-05-04,C0028
76245,V002005,P0546,6,2022-01-06,C0260
76246,V006859,P0316,4,2022-07-27,C0099
76247,V006070,P0135,8,2021-09-01,C0067
76248,V005027,P0362,10,2020-06-17,C0248
76249,V001332,P0513,7,2023-04-01,C0086
76250,V006335,P0465,10,2023-01-21,C0138
76251,V004210,P0193,1,2021-11-15,C0156
76252,V003424,P0062,5,2023-11-23,C0053
76253,V003019,P0311,9,2020-09-22,C0139
76254,V001728,P0004,5,2022-07-11,C0148
76255,V001944,P0283,1,2021-12-12,C0070
76256,V002986,P0191,3,2021-12-03,C0051
76257,V001037,P0334,10,2023-07-07,C0174
76258,V000699,P0598,5,2021-12-15,C0281
76259,V006372,P0137,5,2023-05-04,C0182
76260,V002020,P0142,6,2023-09-07,C0156
76261,V006348,P0492,10,2020-12-03,C0154
76262,V005535,P0507,4,2022-01-01,C0088
76263,V001254,P0204,10,2024-04-04,C0039
76264,V003706,P0139,8,2022-08-11,C0073
76265,V002617,P0449,4,2022-07-19,C0294
76266,V005037,P0495,4,2021-01-23,C0046
76267,V000267,P0255,3,2022-07-13,C0057
76268,V007417,P0570,8,2020-10-19,C0138
76269,V007349,P0075,2,2021-04-05,C0237
76270,V007109,P0174,2,2021-11-18,C0137
76271,V007671,P0133,4,2023-01-06,C0300
76272,V001163,P0352,7,2023-10-04,C0187
76273,V005643,P0138,6,2023-04-28,C0022
76274,V005588,P0441,6,2020-06-23,C0145
76275,V003449,P0184,1,2022-03-23,C0161
76276,V000887,P0329,3,2023-03-02,C0223
76277,V001130,P0202,4,2021-05-20,C0286
76278,V001976,P0193,10,2021-11-06,C0251
76279,V007096,P0555,9,2020-11-03,C0067
76280,V007432,P0115,7,2022-09-27,C0183
76281,V002101,P0549,8,2020-03-02,C0035
76282,V002734,P0329,9,2024-02-27,C0226
76283,V001529,P0064,10,2022-08-22,C0190
76284,V007658,P0531,4,2023-11-14,C0011
76285,V000590,P0129,3,2021-08-18,C0120
76286,V005259,P0501,5,2023-01-30,C0057
76287,V000386,P0549,1,2020-12-07,C0124
76288,V001636,P0480,7,2021-07-16,C0285
76289,V003066,P0508,7,2021-05-14,C0015
76290,V000660,P0209,1,2021-08-02,C0253
76291,V000820,P0018,4,2023-01-31,C0022
76292,V002942,P0165,3,2022-10-29,C0025
76293,V005497,P0200,4,2020-10-27,C0027
76294,V000429,P0437,7,2021-11-24,C0249
76295,V006552,P0003,2,2020-04-09,C0086
76296,V000380,P0113,9,2021-08-15,C0058
76297,V002347,P0592,7,2021-04-17,C0271
76298,V003674,P0359,5,2021-06-12,C0089
76299,V006363,P0337,6,2020-10-05,C0001
76300,V004530,P0121,7,2023-10-21,C0122
76301,V003615,P0108,4,2022-02-10,C0140
76302,V002975,P0475,5,2023-08-06,C0047
76303,V004837,P0063,1,2023-12-11,C0173
76304,V001748,P0302,1,2021-01-03,C0078
76305,V007301,P0150,2,2020-03-20,C0133
76306,V002885,P0400,2,2020-04-09,C0126
76307,V004857,P0395,3,2024-04-14,C0022
76308,V000714,P0162,8,2022-08-31,C0227
76309,V006473,P0533,4,2020-04-24,C0291
76310,V002831,P0008,2,2021-03-23,C0208
76311,V004235,P0573,2,2024-02-12,C0269
76312,V005261,P0375,5,2021-02-24,C0159
76313,V005908,P0210,5,2021-11-14,C0104
76314,V004953,P0465,10,2023-06-17,C0277
76315,V000493,P0432,6,2022-08-16,C0149
76316,V004443,P0568,3,2022-09-08,C0073
76317,V002685,P0583,1,2023-12-17,C0005
76318,V002979,P0303,7,2023-07-18,C0168
76319,V007012,P0242,1,2022-08-22,C0048
76320,V004520,P0176,6,2021-03-26,C0061
76321,V005577,P0006,9,2023-10-18,C0030
76322,V002047,P0176,8,2020-01-01,C0093
76323,V006510,P0479,10,2022-04-05,C0198
76324,V006678,P0254,7,2020-04-26,C0192
76325,V006914,P0318,1,2021-12-21,C0070
76326,V000339,P0360,2,2021-06-29,C0030
76327,V004627,P0558,10,2021-09-02,C0164
76328,V006615,P0496,10,2020-07-09,C0079
76329,V003583,P0430,10,2020-10-12,C0278
76330,V002624,P0484,6,2023-06-13,C0178
76331,V006368,P0179,1,2020-01-31,C0138
76332,V000046,P0401,7,2023-03-11,C0164
76333,V007366,P0493,5,2021-11-02,C0138
76334,V007655,P0417,10,2022-01-05,C0048
76335,V002386,P0331,6,2021-10-15,C0046
76336,V002234,P0170,7,2023-03-06,C0169
76337,V007539,P0446,1,2021-07-30,C0197
76338,V001362,P0435,10,2024-07-04,C0131
76339,V005501,P0258,7,2024-04-14,C0187
76340,V000228,P0555,1,2022-05-24,C0081
76341,V000822,P0130,6,2023-07-07,C0148
76342,V005020,P0535,10,2021-11-12,C0015
76343,V006129,P0154,4,2023-03-09,C0027
76344,V000438,P0564,4,2022-11-12,C0190
76345,V005090,P0139,5,2023-08-05,C0017
76346,V000163,P0263,9,2023-08-17,C0078
76347,V007234,P0215,8,2024-06-06,C0227
76348,V004493,P0562,4,2021-12-10,C0168
76349,V005261,P0588,4,2021-02-24,C0159
76350,V006228,P0335,8,2022-02-24,C0244
76351,V004853,P0201,8,2021-03-12,C0061
76352,V006039,P0559,3,2021-09-12,C0004
76353,V006157,P0477,7,2024-04-13,C0182
76354,V006297,P0006,6,2022-10-06,C0241
76355,V007316,P0501,10,2022-09-10,C0050
76356,V001822,P0492,9,2024-02-12,C0160
76357,V006555,P0006,3,2021-03-11,C0036
76358,V004925,P0131,7,2023-08-20,C0139
76359,V003350,P0450,5,2023-09-25,C0112
76360,V000666,P0246,9,2020-10-25,C0025
76361,V001959,P0206,6,2022-06-04,C0164
76362,V001696,P0238,3,2023-03-30,C0152
76363,V005169,P0320,3,2023-07-26,C0025
76364,V006625,P0016,4,2022-02-01,C0270
76365,V002891,P0474,7,2020-06-24,C0261
76366,V006024,P0168,4,2021-07-07,C0039
76367,V003682,P0352,8,2022-11-18,C0271
76368,V003770,P0264,2,2020-10-14,C0037
76369,V001248,P0028,5,2022-03-30,C0224
76370,V000058,P0479,9,2022-12-09,C0174
76371,V007062,P0437,1,2024-06-04,C0188
76372,V005810,P0258,5,2020-05-12,C0148
76373,V003935,P0410,9,2020-12-08,C0230
76374,V004726,P0078,8,2021-08-29,C0004
76375,V005372,P0365,5,2020-09-04,C0174
76376,V003993,P0135,8,2020-07-14,C0251
76377,V007520,P0343,1,2023-03-04,C0088
76378,V006799,P0311,6,2023-12-21,C0069
76379,V001608,P0407,8,2022-11-20,C0064
76380,V007873,P0170,8,2023-08-29,C0281
76381,V005578,P0108,1,2023-12-23,C0230
76382,V004994,P0124,4,2020-02-24,C0038
76383,V006507,P0113,1,2020-02-08,C0264
76384,V000846,P0495,4,2024-04-27,C0007
76385,V007579,P0430,9,2023-01-10,C0114
76386,V007021,P0484,8,2022-03-14,C0160
76387,V006544,P0425,3,2020-08-19,C0167
76388,V006767,P0128,4,2021-12-05,C0261
76389,V004234,P0516,6,2022-06-23,C0059
76390,V002607,P0009,4,2021-05-11,C0297
76391,V003645,P0406,8,2023-04-25,C0261
76392,V004916,P0002,1,2020-01-06,C0258
76393,V007655,P0477,9,2022-01-05,C0048
76394,V007333,P0238,10,2022-11-13,C0086
76395,V005105,P0100,6,2020-04-07,C0156
76396,V003159,P0227,6,2020-12-03,C0049
76397,V000039,P0278,3,2022-04-07,C0092
76398,V002784,P0562,1,2020-07-18,C0005
76399,V006376,P0285,3,2020-02-15,C0046
76400,V001967,P0403,8,2021-02-02,C0186
76401,V005957,P0002,1,2023-08-30,C0211
76402,V005607,P0244,4,2020-10-01,C0186
76403,V007378,P0345,7,2024-03-15,C0150
76404,V005827,P0048,6,2021-03-06,C0276
76405,V003066,P0526,10,2021-05-14,C0015
76406,V007457,P0182,5,2022-08-25,C0188
76407,V003316,P0162,5,2021-10-10,C0007
76408,V002197,P0103,6,2024-07-04,C0026
76409,V005696,P0570,8,2020-01-01,C0260
76410,V005980,P0191,10,2024-06-27,C0183
76411,V003221,P0226,6,2023-09-26,C0043
76412,V003072,P0396,8,2024-04-19,C0275
76413,V001740,P0154,1,2022-10-25,C0195
76414,V000215,P0139,1,2023-08-27,C0216
76415,V004635,P0341,6,2023-08-22,C0169
76416,V003095,P0157,1,2021-12-27,C0154
76417,V002812,P0035,1,2021-09-02,C0256
76418,V002371,P0359,8,2020-12-16,C0059
76419,V003843,P0043,3,2020-01-24,C0042
76420,V007130,P0470,7,2021-11-26,C0198
76421,V002115,P0584,5,2023-04-20,C0240
76422,V006079,P0016,10,2020-10-10,C0075
76423,V004559,P0093,5,2024-06-12,C0178
76424,V006975,P0092,1,2022-10-30,C0227
76425,V002698,P0211,4,2022-11-27,C0112
76426,V003494,P0010,9,2023-09-21,C0251
76427,V007213,P0447,8,2023-09-30,C0185
76428,V005766,P0077,7,2022-08-03,C0190
76429,V002686,P0422,7,2022-04-21,C0166
76430,V003438,P0340,5,2023-02-23,C0099
76431,V001363,P0559,1,2024-07-09,C0186
76432,V000512,P0010,2,2023-08-25,C0084
